Part Number,Use for,Capacitance,Tolerance,Size(inch/mm),Rated Vdc,TCC,T Size Max,Features
CL10A334KQ8NNW,General,330nF, +/-10%,0603/1608,6.3Vdc,X5R,0.9mm,Features Normal
CL10F334ZA8NNN,General,330nF, -20/+80%,0603/1608,25Vdc,Y5V,0.9mm,Features Normal
CL05A334KA5NNW,General,330nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL03A334KP3ZRN,General,330nF, +/-10%,0201/0603,10Vdc,X5R,0.39mm,Features Normal
CL31B334KBFNFN,General,330nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL10B334KO8NFN,General,330nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B334KO8NNN,General,330nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL31F334ZBCNNN,General,330nF, -20/+80%,1206/3216,50Vdc,Y5V,1mm,Features Normal
CL03A334KA3NRN,General,330nF, +/-10%,0201/0603,25Vdc,X5R,0.39mm,Features Normal
CL03A334KA3ZRN,General,330nF, +/-10%,0201/0603,25Vdc,X5R,0.39mm,Features Normal
CL31B334KOCNNW,General,330nF, +/-10%,1206/3216,16Vdc,X7R,1mm,Features Normal
CL05A334MQ5NNW,General,330nF, +/-20%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL10A334KP8NNW,General,330nF, +/-10%,0603/1608,10Vdc,X5R,0.9mm,Features Normal
CL10B334KB8ZNW,General,330nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B334KP8NNN,General,330nF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL10B334KP8NNW,General,330nF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL05A334KP5NNW,General,330nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL05A334KQ5NNN,General,330nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL31B334KBFNNW,General,330nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL05F334ZP5NNN,General,330nF, -20/+80%,0402/1005,10Vdc,Y5V,0.55mm,Features Normal
CL31B334KOCNNN,General,330nF, +/-10%,1206/3216,16Vdc,X7R,1mm,Features Normal
CL31B334KOHNNW,General,330nF, +/-10%,1206/3216,16Vdc,X7R,1.8mm,Features Normal
CL31B334JBFNNN,General,330nF, +/-5%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B334JBFNNW,General,330nF, +/-5%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B334KAHNNW,General,330nF, +/-10%,1206/3216,25Vdc,X7R,1.8mm,Features Normal
CL31B274KBFNNW,General,270nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B274KBFNNN,General,270nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B224KACNFN,General,220nF, +/-10%,1206/3216,25Vdc,X7R,1mm,Features Normal
CL10B224KO8NNN,General,220nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL05A224KA5NNN,General,220nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL10B224JO8NNW,General,220nF, +/-5%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B224JP8NNW,General,220nF, +/-5%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL05A224KL5NNN,General,220nF, +/-10%,0402/1005,35Vdc,X5R,0.55mm,Features Normal
CL05A224KO5NNW,General,220nF, +/-10%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL05A224KQ5NNN,General,220nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL10A224KP8NNN,General,220nF, +/-10%,0603/1608,10Vdc,X5R,0.9mm,Features Normal
CL03A224MQ3NNN,General,220nF, +/-20%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05A224KO5NNN,General,220nF, +/-10%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL10B224KP8NFN,General,220nF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL05A224KA5NNW,General,220nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL05A224KB5NNN,General,220nF, +/-10%,0402/1005,50Vdc,X5R,0.55mm,Features Normal
CL05B224KP5NNN,General,220nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL31B224KBFNNN,General,220nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B224MBFNNN,General,220nF, +/-20%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B224MBFNNW,General,220nF, +/-20%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL10B224KA8SFN,General,220nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL10B224KB8NNW,General,220nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL03A224KQ3NNN,General,220nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL03A224KQ3NNW,General,220nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05A224KP5NNN,General,220nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL05A224KP5NNW,General,220nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL05B224KO5NNW,General,220nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL32B224KBFNNW,General,220nF, +/-10%,1210/3225,50Vdc,X7R,1.45mm,Features Normal
CL43B224KGU6NW,General,220nF, +/-10%,1812/4532,500Vdc,X7R,2mm,Features Normal
CL05A224MQLHEC,General,220nF, +/-20%,0402/1005,6.3Vdc,X5R,0.11mm,Features Normal
CL10B224JO8NNN,General,220nF, +/-5%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B224KA8NNN,General,220nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL03A224MQ3N3W,General,220nF, +/-20%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL10B224KA8NNW,General,220nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL10A224KA8NNW,General,220nF, +/-10%,0603/1608,25Vdc,X5R,0.9mm,Features Normal
CL10A224KB8NNN,General,220nF, +/-10%,0603/1608,50Vdc,X5R,0.9mm,Features Normal
CL10A224KB8NNW,General,220nF, +/-10%,0603/1608,50Vdc,X5R,0.9mm,Features Normal
CL10A224KO8NNW,General,220nF, +/-10%,0603/1608,16Vdc,X5R,0.9mm,Features Normal
CL31B224KACNNW,General,220nF, +/-10%,1206/3216,25Vdc,X7R,1mm,Features Normal
CL31B224KBFNFN,General,220nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL10B224JO8SFN,General,220nF, +/-5%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B224KB8NNN,General,220nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B224KB8ZNN,General,220nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL03A224KQ3N3W,General,220nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05B224KA5NNN,General,220nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL03A224KP3NNW,General,220nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL05B224KP5NNW,General,220nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL05A224KQ5NNW,General,220nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL05A224MP5NNW,General,220nF, +/-20%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL10B224KB8NFN,General,220nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10A224KP8NNW,General,220nF, +/-10%,0603/1608,10Vdc,X5R,0.9mm,Features Normal
CL10B224KO8NNW,General,220nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B224KO8SFN,General,220nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B224KO8NFN,General,220nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL32B224KBIZNW,General,220nF, +/-10%,1210/3225,50Vdc,X7R,2.2mm,Features Normal
CL05B224KO5NNN,General,220nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05A224KM5NNN,General,220nF, +/-10%,0402/1005,63Vdc,X5R,0.55mm,Features Normal
CL10B224KB8SFN,General,220nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL03A224KA3NRN,General,220nF, +/-10%,0201/0603,25Vdc,X5R,0.39mm,Features Normal
CL03A224MQ3NNW,General,220nF, +/-20%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL10B224KP8NNW,General,220nF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL10B224KQ8NNW,General,220nF, +/-10%,0603/1608,6.3Vdc,X7R,0.9mm,Features Normal
CL31F224ZBCNNN,General,220nF, -20/+80%,1206/3216,50Vdc,Y5V,1mm,Features Normal
CL10B224JP8NNN,General,220nF, +/-5%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL10B224KA8NFN,General,220nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL05B224KQ5NNW,General,220nF, +/-10%,0402/1005,6.3Vdc,X7R,0.55mm,Features Normal
CL03A224KQ3NRW,General,220nF, +/-10%,0201/0603,6.3Vdc,X5R,0.39mm,Features Normal
CL03A224KR3NRW,General,220nF, +/-10%,0201/0603,4Vdc,X5R,0.39mm,Features Normal
CL05B224KO5NFN,General,220nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL31B224KBFNNW,General,220nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL31B224KACNNN,General,220nF, +/-10%,1206/3216,25Vdc,X7R,1mm,Features Normal
CL31B224KOFNNW,General,220nF, +/-10%,1206/3216,16Vdc,X7R,1.4mm,Features Normal
CL32B224KCHNNW,General,220nF, +/-10%,1210/3225,100Vdc,X7R,1.8mm,Features Normal
CL03A224KA3ZRN,General,220nF, +/-10%,0201/0603,25Vdc,X5R,0.39mm,Features Normal
CL03A224KL3NRN,General,220nF, +/-10%,0201/0603,35Vdc,X5R,0.39mm,Features Normal
CL03A224KP3NNN,General,220nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL05B224KA5NNW,General,220nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL05A224MP5NNN,General,220nF, +/-20%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL31B224KAFNNW,General,220nF, +/-10%,1206/3216,25Vdc,X7R,1.4mm,Features Normal
CL31B154KBCNNN,General,150nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL32B154KBFNNW,General,150nF, +/-10%,1210/3225,50Vdc,X7R,1.45mm,Features Normal
CL10B154KA8NFN,General,150nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL10A154KP8NNW,General,150nF, +/-10%,0603/1608,10Vdc,X5R,0.9mm,Features Normal
CL31B154KBCNNW,General,150nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31B154KBFNNW,General,150nF, +/-10%,1206/3216,50Vdc,X7R,1.4mm,Features Normal
CL10B154KO8NNW,General,150nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL05A154KQ5NNW,General,150nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL10B154KO8NFN,General,150nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B154KP8NNW,General,150nF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL05A154KP5NNN,General,150nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL10B154KB8NNW,General,150nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL32B154KBIZNW,General,150nF, +/-10%,1210/3225,50Vdc,X7R,2.2mm,Features Normal
CL10B154KO8NNN,General,150nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10F154ZA8NNN,General,150nF, -20/+80%,0603/1608,25Vdc,Y5V,0.9mm,Features Normal
CL05B154KO5NNW,General,150nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL32B154KBFNNN,General,150nF, +/-10%,1210/3225,50Vdc,X7R,1.45mm,Features Normal
CL10B154KA8NNW,General,150nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL05A154KP5NNW,General,150nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL31C124JOHNNW,General,120nF, +/-5%,1206/3216,16Vdc,C0G,1.8mm,Features Normal
CL31B124KCHZNW,General,120nF, +/-10%,1206/3216,100Vdc,X7R,1.8mm,Features Normal
CL31C124JOHNNN,General,120nF, +/-5%,1206/3216,16Vdc,C0G,1.8mm,Features Normal
CL32B104KGU6NW,General,100nF, +/-10%,1210/3225,500Vdc,X7R,2mm,Features Normal
CL10B104KC8NNW,General,100nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL31B104KBCNNW,General,100nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL05A104KO5NNW,General,100nF, +/-10%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL31B104KCFNFN,General,100nF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL31B104KCFNNN,General,100nF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL05A104KP5NNN,General,100nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL31B104KDHNNW,General,100nF, +/-10%,1206/3216,200Vdc,X7R,1.8mm,Features Normal
CL31C104JAHNNW,General,100nF, +/-5%,1206/3216,25Vdc,C0G,1.8mm,Features Normal
CL05B104MP5NNW,General,100nF, +/-20%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL03A104KO3NNN,General,100nF, +/-10%,0201/0603,16Vdc,X5R,0.33mm,Features Normal
CL03A104KQ3NNW,General,100nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL03A104MO3NNW,General,100nF, +/-20%,0201/0603,16Vdc,X5R,0.33mm,Features Normal
CL10B104KB8ZNN,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KC8NNN,General,100nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL03B104KP3NNN,General,100nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL31B104KEHNNN,General,100nF, +/-10%,1206/3216,250Vdc,X7R,1.8mm,Features Normal
CL31B104KEHZNW,General,100nF, +/-10%,1206/3216,250Vdc,X7R,1.8mm,Features Normal
CL05A104KQ5NNN,General,100nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL05B104KQ5NNW,General,100nF, +/-10%,0402/1005,6.3Vdc,X7R,0.55mm,Features Normal
CL03A104KO3NNW,General,100nF, +/-10%,0201/0603,16Vdc,X5R,0.33mm,Features Normal
CL03A104KP3ZNW,General,100nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL03A104MP3NNW,General,100nF, +/-20%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL05A104JO5NNW,General,100nF, +/-5%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL05B104KB5NNW,General,100nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05A104KA5NFN,General,100nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL05B104KA5SNN,General,100nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL32B104KEJNNW,General,100nF, +/-10%,1210/3225,250Vdc,X7R,2.7mm,Features Normal
CL05A104KB5NNW,General,100nF, +/-10%,0402/1005,50Vdc,X5R,0.55mm,Features Normal
CL10B104KC8N4N,General,100nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL10B104MB8NNN,General,100nF, +/-20%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B104MBCNNN,General,100nF, +/-20%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL05B104KP5NFN,General,100nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL05B104JO5NNN,General,100nF, +/-5%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL32B104KEJNNN,General,100nF, +/-10%,1210/3225,250Vdc,X7R,2.7mm,Features Normal
CL32B104KEU6NW,General,100nF, +/-10%,1210/3225,250Vdc,X7R,2mm,Features Normal
CL05B104KB5NFN,General,100nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B104KO3LNN,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.33mm,Features Normal
CL10B104KC8N3W,General,100nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL10B104KC8ZNW,General,100nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL10B104MA8NNW,General,100nF, +/-20%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL31B104MBCNNW,General,100nF, +/-20%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL10B104MB8NFN,General,100nF, +/-20%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104MB8NNW,General,100nF, +/-20%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10A104KA8NNN,General,100nF, +/-10%,0603/1608,25Vdc,X5R,0.9mm,Features Normal
CL10B104JB8NNN,General,100nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05A104JO5NNN,General,100nF, +/-5%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL10B104KA8NNW,General,100nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL05A104KA5NNN,General,100nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL05A104KO5NNN,General,100nF, +/-10%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL05F104ZO5NNN,General,100nF, -20/+80%,0402/1005,16Vdc,Y5V,0.55mm,Features Normal
CL05B104KO5N3W,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL03A104KA3NNN,General,100nF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL05B104MP5NNN,General,100nF, +/-20%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL05A104MO5NNN,General,100nF, +/-20%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL05A104MO5NNW,General,100nF, +/-20%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL03A104KP3NNN,General,100nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL05B104KA5N4N,General,100nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL05B104KA5NNN,General,100nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL05B104KA5NNW,General,100nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL03A104KA3NNW,General,100nF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL03A104KQ3NNN,General,100nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL10B104KA8NNN,General,100nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL31B104KEHSNW,General,100nF, +/-10%,1206/3216,250Vdc,X7R,1.8mm,Features Normal
CL31B104JCFNNN,General,100nF, +/-5%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL31B104KBCNNN,General,100nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL05B104JO5NNW,General,100nF, +/-5%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL10A104KA8NNW,General,100nF, +/-10%,0603/1608,25Vdc,X5R,0.9mm,Features Normal
CL31C104JAHNNN,General,100nF, +/-5%,1206/3216,25Vdc,C0G,1.8mm,Features Normal
CL31C104JBHN4N,General,100nF, +/-5%,1206/3216,50Vdc,C0G,1.8mm,Features Normal
CL05B104KO5NNN,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05B104KP5NNW,General,100nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL10F104ZO8NNN,General,100nF, -20/+80%,0603/1608,16Vdc,Y5V,0.9mm,Features Normal
CL31F104ZBCNNN,General,100nF, -20/+80%,1206/3216,50Vdc,Y5V,1mm,Features Normal
CL03A104MO3NNN,General,100nF, +/-20%,0201/0603,16Vdc,X5R,0.33mm,Features Normal
CL03A104MQ3NNN,General,100nF, +/-20%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL03A104MQ3NNW,General,100nF, +/-20%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05A104KB5NNN,General,100nF, +/-10%,0402/1005,50Vdc,X5R,0.55mm,Features Normal
CL05B104KB5SNN,General,100nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B104KO3LNW,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.33mm,Features Normal
CL31B104KCFNNW,General,100nF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL10B104KO8NNW,General,100nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL31B104KBCNFN,General,100nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31B104KDHNFN,General,100nF, +/-10%,1206/3216,200Vdc,X7R,1.8mm,Features Normal
CL31B104JCFNNW,General,100nF, +/-5%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL10B104KB8SFN,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KA8NFN,General,100nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL03A104KL3NNN,General,100nF, +/-10%,0201/0603,35Vdc,X5R,0.33mm,Features Normal
CL03A104MP3NNN,General,100nF, +/-20%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL31C104JBHNNW,General,100nF, +/-5%,1206/3216,50Vdc,C0G,1.8mm,Features Normal
CL32B104KHU64N,General,100nF, +/-10%,1210/3225,630Vdc,X7R,2mm,Features Normal
CL05A104KQ5NNW,General,100nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL10F104ZA8NNN,General,100nF, -20/+80%,0603/1608,25Vdc,Y5V,0.9mm,Features Normal
CL10F104ZB8NNN,General,100nF, -20/+80%,0603/1608,50Vdc,Y5V,0.9mm,Features Normal
CL10B104KO8NNN,General,100nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL03A104MA3NNW,General,100nF, +/-20%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL03B104KP3NNW,General,100nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL05A104KP5NNW,General,100nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL10B104KB8NNN,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KB8NNW,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KB8SNN,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104JA8NNN,General,100nF, +/-5%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL05B104KB5N4N,General,100nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B104KB5NNN,General,100nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B104KO5SNN,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL03A104KA3INN,General,100nF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL05B104KQ5NNN,General,100nF, +/-10%,0402/1005,6.3Vdc,X7R,0.55mm,Features Normal
CL05B104MA5NNW,General,100nF, +/-20%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL05B104MO5NNN,General,100nF, +/-20%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05A104KA5NNW,General,100nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL03A104KQ3N3W,General,100nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL31B104KEHNFN,General,100nF, +/-10%,1206/3216,250Vdc,X7R,1.8mm,Features Normal
CL31B104KEHNNW,General,100nF, +/-10%,1206/3216,250Vdc,X7R,1.8mm,Features Normal
CL10B104JA8NNW,General,100nF, +/-5%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL10B104JB8NNW,General,100nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KB8NFN,General,100nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B104KO8NFN,General,100nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL05B104KO5NFN,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05B104KO5NNW,General,100nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05B104KP5NNN,General,100nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL05B104MO5NNW,General,100nF, +/-20%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL03A104KL3NNW,General,100nF, +/-10%,0201/0603,35Vdc,X5R,0.33mm,Features Normal
CL03A104KP3NNW,General,100nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL03A104MA3NNN,General,100nF, +/-20%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL03B104KP3N4N,General,100nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL05B823KO5NNW,General,82nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL10B823KB8NNW,General,82nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B823KO8NNW,General,82nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL10B823KO8NNN,General,82nF, +/-10%,0603/1608,16Vdc,X7R,0.9mm,Features Normal
CL05B823KP5NNW,General,82nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL10B823KB8NFN,General,82nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05B823KP5NNN,General,82nF, +/-10%,0402/1005,10Vdc,X7R,0.55mm,Features Normal
CL05B683KO5NNN,General,68nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL03A683KQ3NNN,General,68nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05A683KB5NNW,General,68nF, +/-10%,0402/1005,50Vdc,X5R,0.55mm,Features Normal
CL31B683KBCNNW,General,68nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL05B683KB5NNW,General,68nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05A683KA5NNW,General,68nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL10B683KA8NNN,General,68nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
CL10B683KA8NNW,General,68nF, +/-10%,0603/1608,25Vdc,X7R,0.9mm,Features Normal
